scholarship_name,max_income,gender,education_level,scholarship_amount,category,min_marks,disability,state
UGC Scholarship 350,972260.0,any,pg,0.0,any,60.0,yes,any
Minority Scholarship 351,822966.0,any,engineering,0.0,sc,86.0,yes,any
ONGC Scholarship 352,676112.0,male,ug,0.0,sc,61.0,yes,any
Disability Fellowship 353,433537.0,male,any,0.0,st,85.0,yes,any
ONGC Scholarship 354,190005.0,female,any,0.0,any,94.0,no,any
Merit Scholarship 355,632587.0,any,pg,0.0,any,53.0,no,any
INSPIRE Scholarship 356,156992.0,male,commerce,0.0,sc,81.0,no,any
ONGC Scholarship 357,650039.0,female,pg,0.0,any,92.0,yes,any
Sports Scholarship 358,262400.0,female,ug,0.0,any,70.0,no,any
ONGC Scholarship 359,543679.0,any,commerce,0.0,any,69.0,no,any
INSPIRE Scholarship 360,458122.0,male,arts,0.0,obc,58.0,yes,any
Overseas Scholarship 361,603678.0,any,any,0.0,any,56.0,yes,any
Minority Scholarship 362,649806.0,female,arts,0.0,any,76.0,yes,any
Sports Scholarship 363,518777.0,male,science,0.0,st,75.0,yes,any
Disability Fellowship 364,190919.0,male,any,0.0,obc,69.0,no,any
UGC Scholarship 365,495848.0,any,science,0.0,any,75.0,yes,any
UGC Scholarship 366,147698.0,male,engineering,0.0,minority,51.0,yes,any
Merit Scholarship 367,282692.0,female,ug,0.0,any,87.0,yes,any
ONGC Scholarship 368,127001.0,female,any,0.0,st,79.0,yes,any
Minority Scholarship 369,974966.0,any,arts,0.0,any,56.0,yes,any
Merit Scholarship 370,370884.0,any,pg,0.0,any,64.0,no,any
Minority Scholarship 371,609746.0,female,engineering,0.0,any,53.0,no,any
Overseas Scholarship 372,550024.0,any,commerce,0.0,any,70.0,no,any
Minority Scholarship 373,181138.0,female,science,0.0,any,77.0,no,any
ONGC Scholarship 374,423861.0,any,pg,0.0,sc,67.0,yes,any
Minority Scholarship 375,192410.0,female,any,0.0,any,66.0,yes,any
INSPIRE Scholarship 376,985327.0,any,engineering,0.0,any,59.0,yes,any
Disability Fellowship 377,426467.0,male,science,0.0,sc,69.0,yes,any
Merit Scholarship 378,544625.0,male,science,0.0,any,74.0,no,any
Minority Scholarship 379,529902.0,female,engineering,0.0,minority,92.0,no,any
Minority Scholarship 380,268289.0,male,ug,0.0,minority,76.0,yes,any
Disability Fellowship 381,872177.0,any,ug,0.0,minority,57.0,no,any
INSPIRE Scholarship 382,495838.0,any,commerce,0.0,any,83.0,yes,any
Merit Scholarship 383,934090.0,male,arts,0.0,minority,52.0,yes,any
Disability Fellowship 384,592078.0,female,any,0.0,minority,68.0,no,any
Merit Scholarship 385,819414.0,female,engineering,0.0,any,73.0,yes,any
Pragati Scholarship 386,353941.0,any,science,0.0,obc,66.0,yes,any
Disability Fellowship 387,195574.0,male,science,0.0,sc,67.0,no,any
Ambedkar Scholarship 388,212947.0,male,science,0.0,any,66.0,no,any
Pragati Scholarship 389,952908.0,female,pg,0.0,any,76.0,yes,any
Sports Scholarship 390,252792.0,male,commerce,0.0,obc,80.0,yes,any
ONGC Scholarship 391,852139.0,female,arts,0.0,st,90.0,no,any
ONGC Scholarship 392,120553.0,male,science,0.0,minority,68.0,yes,any
INSPIRE Scholarship 393,760943.0,male,commerce,0.0,sc,64.0,yes,any
Sports Scholarship 394,947100.0,any,arts,0.0,any,51.0,no,any
Overseas Scholarship 395,787700.0,female,arts,0.0,any,73.0,yes,any
Pragati Scholarship 396,566181.0,any,pg,0.0,sc,56.0,no,any
INSPIRE Scholarship 397,347150.0,any,commerce,0.0,st,59.0,no,any
ONGC Scholarship 398,873271.0,male,commerce,0.0,any,92.0,no,any
Overseas Scholarship 399,318647.0,female,ug,0.0,any,69.0,no,any
Merit Scholarship 400,159437.0,female,commerce,0.0,any,51.0,yes,any
Sports Scholarship 401,311102.0,any,science,0.0,any,85.0,no,any
Disability Fellowship 402,421040.0,male,pg,0.0,any,72.0,yes,any
Sports Scholarship 403,935344.0,male,any,0.0,minority,89.0,no,any
Disability Fellowship 404,102654.0,female,pg,0.0,sc,82.0,no,any
Merit Scholarship 405,409296.0,any,engineering,0.0,any,55.0,yes,any
Sports Scholarship 406,908216.0,any,pg,0.0,sc,60.0,no,any
UGC Scholarship 407,640982.0,male,arts,0.0,obc,70.0,yes,any
Minority Scholarship 408,115585.0,female,commerce,0.0,sc,69.0,yes,any
INSPIRE Scholarship 409,339237.0,male,ug,0.0,any,61.0,no,any
Sports Scholarship 410,927449.0,any,any,0.0,st,94.0,yes,any
Ambedkar Scholarship 411,941466.0,female,ug,0.0,minority,90.0,no,any
Overseas Scholarship 412,101207.0,any,arts,0.0,any,50.0,no,any
Sports Scholarship 413,145469.0,female,ug,0.0,st,50.0,yes,any
Minority Scholarship 414,995393.0,female,ug,0.0,any,92.0,yes,any
UGC Scholarship 415,401970.0,male,ug,0.0,sc,77.0,no,any
Disability Fellowship 416,731121.0,male,engineering,0.0,st,57.0,no,any
UGC Scholarship 417,891679.0,any,commerce,0.0,st,55.0,yes,any
Pragati Scholarship 418,636990.0,male,pg,0.0,any,54.0,yes,any
Ambedkar Scholarship 419,560986.0,female,any,0.0,st,70.0,no,any
Merit Scholarship 420,878566.0,female,science,0.0,st,65.0,no,any
Sports Scholarship 421,580052.0,female,engineering,0.0,minority,94.0,no,any
Minority Scholarship 422,528259.0,female,ug,0.0,any,92.0,yes,any
Pragati Scholarship 423,683357.0,male,ug,0.0,obc,80.0,yes,any
ONGC Scholarship 424,542446.0,female,engineering,0.0,sc,62.0,no,any
Disability Fellowship 425,955809.0,female,science,0.0,sc,69.0,yes,any
Ambedkar Scholarship 426,544212.0,male,any,0.0,sc,81.0,no,any
Merit Scholarship 427,139424.0,female,pg,0.0,any,79.0,yes,any
Ambedkar Scholarship 428,638777.0,any,commerce,0.0,st,85.0,yes,any
Merit Scholarship 429,523189.0,male,engineering,0.0,any,58.0,yes,any
Pragati Scholarship 430,975710.0,any,ug,0.0,any,94.0,no,any
Disability Fellowship 431,980090.0,male,arts,0.0,any,82.0,yes,any
Minority Scholarship 432,494535.0,any,any,0.0,obc,91.0,yes,any
INSPIRE Scholarship 433,286678.0,male,engineering,0.0,sc,82.0,no,any
Sports Scholarship 434,395040.0,male,science,0.0,any,89.0,yes,any
Minority Scholarship 435,132404.0,any,engineering,0.0,obc,87.0,no,any
Minority Scholarship 436,273468.0,male,science,0.0,any,64.0,yes,any
UGC Scholarship 437,623604.0,male,science,0.0,obc,50.0,no,any
Sports Scholarship 438,356345.0,female,science,0.0,minority,93.0,no,any
Disability Fellowship 439,851039.0,male,any,0.0,st,93.0,yes,any
Minority Scholarship 440,234595.0,any,any,0.0,obc,71.0,no,any
Minority Scholarship 441,471640.0,any,pg,0.0,obc,78.0,yes,any
INSPIRE Scholarship 442,584236.0,female,science,0.0,sc,72.0,no,any
UGC Scholarship 443,579353.0,male,any,0.0,st,81.0,no,any
Ambedkar Scholarship 444,785640.0,female,commerce,0.0,minority,59.0,yes,any
Ambedkar Scholarship 445,310860.0,female,pg,0.0,any,70.0,no,any
Merit Scholarship 446,214782.0,male,any,0.0,sc,95.0,no,any
Sports Scholarship 447,451465.0,male,pg,0.0,obc,60.0,yes,any
ONGC Scholarship 448,898234.0,female,any,0.0,any,71.0,yes,any
Minority Scholarship 449,411043.0,any,science,0.0,minority,80.0,yes,any
Sports Scholarship 450,867682.0,female,science,0.0,obc,54.0,no,any
Sports Scholarship 451,302712.0,male,pg,0.0,st,67.0,yes,any
Ambedkar Scholarship 452,553553.0,any,pg,0.0,st,86.0,yes,any
Sports Scholarship 453,381874.0,any,commerce,0.0,st,82.0,no,any
Overseas Scholarship 454,586332.0,male,ug,0.0,st,72.0,yes,any
Minority Scholarship 455,173788.0,any,arts,0.0,minority,75.0,yes,any
Merit Scholarship 456,103789.0,female,ug,0.0,any,78.0,no,any
UGC Scholarship 457,979578.0,female,pg,0.0,any,89.0,no,any
Merit Scholarship 458,269014.0,female,ug,0.0,st,88.0,no,any
INSPIRE Scholarship 459,851527.0,female,commerce,0.0,any,67.0,no,any
Disability Fellowship 460,206035.0,male,arts,0.0,any,69.0,no,any
Disability Fellowship 461,528055.0,any,arts,0.0,any,64.0,yes,any
ONGC Scholarship 462,623879.0,female,pg,0.0,any,59.0,yes,any
Overseas Scholarship 463,750259.0,female,any,0.0,any,58.0,no,any
Minority Scholarship 464,127126.0,female,engineering,0.0,any,75.0,no,any
Overseas Scholarship 465,706151.0,female,engineering,0.0,minority,55.0,no,any
UGC Scholarship 466,350234.0,any,pg,0.0,st,77.0,yes,any
Minority Scholarship 467,756445.0,female,any,0.0,any,84.0,yes,any
Minority Scholarship 468,598690.0,any,any,0.0,sc,83.0,yes,any
ONGC Scholarship 469,651421.0,any,ug,0.0,st,64.0,yes,any
ONGC Scholarship 470,111591.0,male,science,0.0,any,56.0,yes,any
Ambedkar Scholarship 471,512270.0,female,commerce,0.0,any,55.0,yes,any
Minority Scholarship 472,164238.0,male,arts,0.0,obc,87.0,no,any
Overseas Scholarship 473,549398.0,any,commerce,0.0,minority,76.0,no,any
ONGC Scholarship 474,943099.0,any,pg,0.0,sc,81.0,no,any
ONGC Scholarship 475,188232.0,female,science,0.0,any,94.0,yes,any
Overseas Scholarship 476,748201.0,any,commerce,0.0,minority,76.0,no,any
UGC Scholarship 477,242803.0,any,arts,0.0,obc,61.0,yes,any
Overseas Scholarship 478,683395.0,female,any,0.0,sc,83.0,no,any
Overseas Scholarship 479,313388.0,any,any,0.0,st,66.0,yes,any
UGC Scholarship 480,471854.0,male,ug,0.0,any,75.0,no,any
Disability Fellowship 481,841813.0,female,science,0.0,minority,61.0,no,any
ONGC Scholarship 482,953173.0,any,pg,0.0,sc,94.0,no,any
Ambedkar Scholarship 483,246064.0,any,arts,0.0,minority,70.0,yes,any
Overseas Scholarship 484,294903.0,any,science,0.0,st,54.0,yes,any
Minority Scholarship 485,798998.0,any,arts,0.0,minority,90.0,yes,any
ONGC Scholarship 486,792167.0,any,science,0.0,any,69.0,yes,any
ONGC Scholarship 487,360533.0,male,commerce,0.0,st,69.0,yes,any
INSPIRE Scholarship 488,672211.0,any,ug,0.0,sc,75.0,yes,any
Ambedkar Scholarship 489,346746.0,female,ug,0.0,st,52.0,no,any
Overseas Scholarship 490,865091.0,any,engineering,0.0,any,80.0,no,any
Merit Scholarship 491,273099.0,male,any,0.0,obc,82.0,no,any
Overseas Scholarship 492,267840.0,any,arts,0.0,sc,80.0,yes,any
Sports Scholarship 493,314952.0,any,science,0.0,obc,69.0,yes,any
Overseas Scholarship 494,798270.0,female,pg,0.0,obc,71.0,no,any
INSPIRE Scholarship 495,185524.0,any,ug,0.0,minority,51.0,yes,any
Merit Scholarship 496,562560.0,female,commerce,0.0,st,72.0,yes,any
Merit Scholarship 497,522238.0,female,commerce,0.0,any,63.0,yes,any
Minority Scholarship 498,616719.0,female,science,0.0,obc,67.0,yes,any
INSPIRE Scholarship 499,614113.0,female,ug,0.0,any,92.0,no,any
Sports Scholarship 500,416539.0,any,pg,0.0,minority,65.0,yes,any
INSPIRE Scholarship 501,767614.0,female,ug,0.0,any,66.0,yes,any
Disability Fellowship 502,741503.0,any,commerce,0.0,obc,52.0,no,any
INSPIRE Scholarship 503,688292.0,male,science,0.0,minority,95.0,yes,any
Merit Scholarship 504,813875.0,female,ug,0.0,any,87.0,yes,any
Disability Fellowship 505,482439.0,female,pg,0.0,st,76.0,yes,any
INSPIRE Scholarship 506,415278.0,female,science,0.0,any,88.0,no,any
Overseas Scholarship 507,629141.0,any,science,0.0,minority,67.0,no,any
Ambedkar Scholarship 508,175876.0,male,pg,0.0,sc,76.0,yes,any
INSPIRE Scholarship 509,670288.0,male,arts,0.0,minority,86.0,yes,any
UGC Scholarship 510,962996.0,female,any,0.0,obc,56.0,no,any
Ambedkar Scholarship 511,328904.0,any,arts,0.0,minority,88.0,yes,any
Merit Scholarship 512,404447.0,female,any,0.0,any,85.0,yes,any
Ambedkar Scholarship 513,423114.0,male,commerce,0.0,obc,71.0,no,any
Overseas Scholarship 514,393605.0,female,any,0.0,minority,85.0,no,any
Sports Scholarship 515,477846.0,male,science,0.0,st,93.0,no,any
Pragati Scholarship 516,667420.0,any,science,0.0,st,54.0,yes,any
Disability Fellowship 517,638166.0,any,arts,0.0,sc,62.0,yes,any
Overseas Scholarship 518,419924.0,any,pg,0.0,obc,61.0,no,any
UGC Scholarship 519,731267.0,male,science,0.0,st,79.0,no,any
Disability Fellowship 520,994732.0,female,any,0.0,obc,79.0,yes,any
Overseas Scholarship 521,277592.0,any,commerce,0.0,obc,76.0,yes,any
Disability Fellowship 522,765935.0,any,pg,0.0,any,54.0,yes,any
Sports Scholarship 523,593754.0,female,arts,0.0,sc,83.0,no,any
Merit Scholarship 524,603869.0,any,any,0.0,obc,89.0,no,any
Merit Scholarship 525,839113.0,female,science,0.0,any,83.0,no,any
Disability Fellowship 526,300220.0,female,engineering,0.0,minority,70.0,yes,any
INSPIRE Scholarship 527,749402.0,male,science,0.0,any,60.0,yes,any
Merit Scholarship 528,263928.0,female,any,0.0,obc,52.0,yes,any
Ambedkar Scholarship 529,452206.0,male,pg,0.0,sc,71.0,no,any
Pragati Scholarship 530,938284.0,male,ug,0.0,any,92.0,yes,any
UGC Scholarship 531,253855.0,any,arts,0.0,obc,76.0,no,any
ONGC Scholarship 532,574591.0,male,pg,0.0,sc,66.0,no,any
Minority Scholarship 533,210266.0,female,engineering,0.0,any,52.0,yes,any
Minority Scholarship 534,144090.0,male,engineering,0.0,any,74.0,no,any
UGC Scholarship 535,850443.0,female,engineering,0.0,sc,65.0,no,any
Sports Scholarship 536,553117.0,any,pg,0.0,any,93.0,yes,any
Merit Scholarship 537,761384.0,male,commerce,0.0,any,89.0,no,any
Sports Scholarship 538,926482.0,any,ug,0.0,any,58.0,no,any
UGC Scholarship 539,779194.0,any,engineering,0.0,any,59.0,no,any
Disability Fellowship 540,811937.0,any,science,0.0,st,78.0,yes,any
INSPIRE Scholarship 541,393946.0,female,science,0.0,st,95.0,yes,any
ONGC Scholarship 542,803878.0,male,commerce,0.0,minority,50.0,yes,any
UGC Scholarship 543,954025.0,male,commerce,0.0,any,77.0,yes,any
Sports Scholarship 544,390203.0,any,pg,0.0,any,65.0,no,any
ONGC Scholarship 545,488638.0,any,any,0.0,any,57.0,no,any
Minority Scholarship 546,601076.0,female,science,0.0,any,61.0,no,any
Overseas Scholarship 547,588322.0,male,arts,0.0,any,88.0,no,any
Pragati Scholarship 548,796362.0,any,any,0.0,st,88.0,no,any
Disability Fellowship 549,737659.0,male,engineering,0.0,obc,77.0,no,any
Disability Fellowship 550,906430.0,female,science,0.0,sc,58.0,no,any
UGC Scholarship 551,527087.0,male,arts,0.0,st,91.0,no,any
ONGC Scholarship 552,844966.0,any,science,0.0,any,81.0,no,any
UGC Scholarship 553,878259.0,female,any,0.0,any,70.0,yes,any
Disability Fellowship 554,110644.0,any,science,0.0,any,94.0,yes,any
Disability Fellowship 555,994595.0,any,engineering,0.0,obc,53.0,yes,any
Ambedkar Scholarship 556,172322.0,male,arts,0.0,st,63.0,no,any
ONGC Scholarship 557,170422.0,any,any,0.0,sc,67.0,no,any
Sports Scholarship 558,183421.0,female,any,0.0,st,57.0,yes,any
Sports Scholarship 559,852371.0,any,science,0.0,st,89.0,no,any
Disability Fellowship 560,280925.0,female,commerce,0.0,obc,55.0,yes,any
UGC Scholarship 561,733863.0,any,pg,0.0,st,74.0,no,any
Sports Scholarship 562,895808.0,female,arts,0.0,sc,90.0,no,any
UGC Scholarship 563,918197.0,any,engineering,0.0,any,87.0,yes,any
Disability Fellowship 564,995284.0,female,science,0.0,st,92.0,yes,any
Overseas Scholarship 565,734175.0,female,ug,0.0,minority,92.0,no,any
Pragati Scholarship 566,979503.0,any,pg,0.0,minority,77.0,no,any
Sports Scholarship 567,376999.0,male,science,0.0,sc,64.0,yes,any
Pragati Scholarship 568,971813.0,female,science,0.0,minority,83.0,yes,any
Minority Scholarship 569,503209.0,any,arts,0.0,st,93.0,no,any
UGC Scholarship 570,459038.0,female,pg,0.0,any,55.0,yes,any
UGC Scholarship 571,998022.0,female,arts,0.0,st,78.0,no,any
Pragati Scholarship 572,262779.0,any,commerce,0.0,any,65.0,no,any
INSPIRE Scholarship 573,517617.0,male,engineering,0.0,sc,65.0,yes,any
ONGC Scholarship 574,497578.0,female,any,0.0,obc,61.0,no,any
ONGC Scholarship 575,567415.0,male,any,0.0,st,57.0,no,any
Sports Scholarship 576,510984.0,male,arts,0.0,obc,56.0,no,any
Merit Scholarship 577,757829.0,female,commerce,0.0,obc,55.0,yes,any
Ambedkar Scholarship 578,860094.0,female,commerce,0.0,sc,93.0,yes,any
Ambedkar Scholarship 579,530573.0,male,any,0.0,any,54.0,yes,any
Pragati Scholarship 580,393383.0,any,engineering,0.0,sc,52.0,yes,any
Disability Fellowship 581,553515.0,any,arts,0.0,any,87.0,yes,any
Sports Scholarship 582,752543.0,male,engineering,0.0,sc,64.0,yes,any
Merit Scholarship 583,136749.0,any,ug,0.0,obc,94.0,no,any
Ambedkar Scholarship 584,850920.0,any,commerce,0.0,obc,65.0,yes,any
Minority Scholarship 585,812612.0,any,arts,0.0,sc,73.0,no,any
Merit Scholarship 586,318457.0,female,commerce,0.0,obc,94.0,no,any
Disability Fellowship 587,785139.0,any,science,0.0,minority,84.0,yes,any
UGC Scholarship 588,571244.0,any,any,0.0,any,92.0,yes,any
Overseas Scholarship 589,283344.0,male,any,0.0,st,79.0,yes,any
Overseas Scholarship 590,132175.0,female,science,0.0,any,78.0,yes,any
INSPIRE Scholarship 591,861572.0,female,commerce,0.0,minority,78.0,no,any
INSPIRE Scholarship 592,211542.0,any,arts,0.0,any,61.0,no,any
Pragati Scholarship 593,240333.0,any,any,0.0,minority,71.0,no,any
Sports Scholarship 594,289709.0,male,engineering,0.0,sc,64.0,yes,any
Overseas Scholarship 595,103727.0,any,commerce,0.0,minority,54.0,no,any
Ambedkar Scholarship 596,591447.0,female,science,0.0,any,82.0,no,any
Pragati Scholarship 597,447555.0,male,ug,0.0,any,93.0,yes,any
Overseas Scholarship 598,307742.0,female,engineering,0.0,obc,71.0,no,any
UGC Scholarship 599,429172.0,female,science,0.0,any,53.0,yes,any
Pragati Scholarship 600,263726.0,male,any,0.0,any,57.0,yes,any
Sports Scholarship 601,195309.0,male,science,0.0,any,88.0,no,any
UGC Scholarship 602,876052.0,female,arts,0.0,minority,65.0,no,any
Overseas Scholarship 603,240345.0,female,science,0.0,minority,85.0,no,any
Pragati Scholarship 604,257387.0,any,commerce,0.0,obc,51.0,no,any
UGC Scholarship 605,442936.0,female,ug,0.0,any,71.0,yes,any
Overseas Scholarship 606,696832.0,female,science,0.0,minority,93.0,no,any
Sports Scholarship 607,261860.0,female,commerce,0.0,minority,68.0,no,any
INSPIRE Scholarship 608,444372.0,any,arts,0.0,minority,63.0,no,any
Pragati Scholarship 609,118408.0,male,engineering,0.0,any,85.0,no,any
Ambedkar Scholarship 610,917219.0,any,arts,0.0,any,61.0,no,any
Minority Scholarship 611,874894.0,male,science,0.0,sc,54.0,yes,any
ONGC Scholarship 612,967407.0,any,any,0.0,sc,81.0,no,any
Merit Scholarship 613,563993.0,female,science,0.0,any,55.0,no,any
Merit Scholarship 614,823045.0,male,arts,0.0,st,71.0,no,any
Ambedkar Scholarship 615,954451.0,female,pg,0.0,st,95.0,no,any
INSPIRE Scholarship 616,327151.0,male,ug,0.0,st,64.0,yes,any
Minority Scholarship 617,229220.0,female,engineering,0.0,any,80.0,no,any
UGC Scholarship 618,916695.0,female,arts,0.0,st,62.0,no,any
Disability Fellowship 619,409862.0,male,commerce,0.0,any,82.0,yes,any
Ambedkar Scholarship 620,905774.0,male,engineering,0.0,st,79.0,yes,any
Pragati Scholarship 621,118982.0,male,science,0.0,minority,67.0,no,any
Ambedkar Scholarship 622,306665.0,male,pg,0.0,any,78.0,no,any
INSPIRE Scholarship 623,885601.0,any,science,0.0,obc,74.0,no,any
Overseas Scholarship 624,294582.0,female,commerce,0.0,any,84.0,no,any
Overseas Scholarship 625,755385.0,male,arts,0.0,any,86.0,no,any
Ambedkar Scholarship 626,130038.0,female,any,0.0,any,61.0,yes,any
Minority Scholarship 627,945042.0,male,science,0.0,any,68.0,yes,any
Ambedkar Scholarship 628,377439.0,female,pg,0.0,any,73.0,yes,any
UGC Scholarship 629,365308.0,any,pg,0.0,any,78.0,no,any
Pragati Scholarship 630,964764.0,any,science,0.0,obc,80.0,yes,any
INSPIRE Scholarship 631,815005.0,female,arts,0.0,any,95.0,no,any
Merit Scholarship 632,324188.0,any,commerce,0.0,minority,70.0,no,any
Pragati Scholarship 633,152219.0,any,science,0.0,any,53.0,yes,any
Sports Scholarship 634,663794.0,female,commerce,0.0,any,92.0,yes,any
ONGC Scholarship 635,847554.0,any,science,0.0,minority,76.0,no,any
Ambedkar Scholarship 636,539223.0,any,pg,0.0,sc,82.0,yes,any
Merit Scholarship 637,951009.0,female,engineering,0.0,sc,85.0,yes,any
Ambedkar Scholarship 638,345271.0,female,arts,0.0,minority,95.0,no,any
Merit Scholarship 639,823979.0,male,commerce,0.0,any,89.0,no,any
Sports Scholarship 640,327554.0,any,arts,0.0,minority,83.0,yes,any
INSPIRE Scholarship 641,631558.0,female,commerce,0.0,any,78.0,yes,any
UGC Scholarship 642,101043.0,female,engineering,0.0,any,80.0,no,any
Overseas Scholarship 643,937445.0,female,commerce,0.0,obc,85.0,yes,any
Minority Scholarship 644,645634.0,any,arts,0.0,any,67.0,no,any
Ambedkar Scholarship 645,466625.0,female,pg,0.0,sc,58.0,no,any
Merit Scholarship 646,131879.0,female,commerce,0.0,any,68.0,no,any
Merit Scholarship 647,490873.0,male,engineering,0.0,minority,73.0,yes,any
Disability Fellowship 648,508707.0,male,commerce,0.0,any,56.0,yes,any
Overseas Scholarship 649,230159.0,any,any,0.0,minority,81.0,yes,any
Merit Scholarship 650,463459.0,any,any,0.0,any,79.0,yes,any
Overseas Scholarship 651,601034.0,any,commerce,0.0,obc,57.0,no,any
Disability Fellowship 652,723719.0,female,engineering,0.0,obc,64.0,yes,any
Minority Scholarship 653,140149.0,any,arts,0.0,st,80.0,yes,any
Disability Fellowship 654,401992.0,any,any,0.0,sc,63.0,no,any
ONGC Scholarship 655,364709.0,female,any,0.0,st,89.0,no,any
Sports Scholarship 656,511064.0,female,any,0.0,minority,79.0,no,any
ONGC Scholarship 657,486233.0,male,pg,0.0,minority,57.0,no,any
Overseas Scholarship 658,252376.0,any,science,0.0,any,50.0,no,any
Pragati Scholarship 659,603415.0,any,ug,0.0,any,67.0,yes,any
ONGC Scholarship 660,613896.0,female,engineering,0.0,sc,76.0,no,any
Disability Fellowship 661,396941.0,male,pg,0.0,any,89.0,yes,any
Ambedkar Scholarship 662,221133.0,any,science,0.0,st,89.0,yes,any
UGC Scholarship 663,168251.0,male,ug,0.0,st,87.0,yes,any
INSPIRE Scholarship 664,557909.0,female,any,0.0,any,92.0,yes,any
